overlap	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
39	7.4	8.7	9.2	10.8	11.5	13.1	13.8	14.8	15.5	16.6	17.3	17.8	18.5	19.1	19.6	19.9	20.3	20.6	20.9	21	21.3
40	7.4	8.7	9.2	10.8	11.5	13.1	13.8	14.7	15.5	16.5	17.2	17.7	18.4	19	19.5	19.8	20.2	20.5	20.8	20.9	21.2
41	7.4	8.7	9.2	10.7	11.4	13	13.7	14.6	15.4	16.4	17.1	17.6	18.2	18.8	19.3	19.6	20	20.3	NA	20.7	21
42	7.3	8.6	9.1	10.6	11.3	12.8	13.5	14.4	15.2	16.2	16.8	17.4	18	18.6	19	19.3	19.7	20	20.2	20.4	NA
43	7	8.2	8.6	10.1	10.8	12.2	12.9	13.7	14.4	15.4	16	16.5	17	17.6	18	18.3	18.6	19	19.2	19.3	NA
44	6.4	7.7	7.8	9.3	9.7	11.1	11.5	12.2	13	13.6	14.2	14.5	15	15.4	15.8	16.1	16.3	16.6	16.7	16.8	17
45	5.5	6.5	6.6	8.1	8.2	9.6	9.7	10.4	11	11.6	12	12.3	12.8	13	13.4	13.6	13.7	14	14.1	NA	14.4
46	3.7	4.1	4.2	5.1	5.2	6	6.1	6.9	7	7.6	7.7	7.9	8.2	8.4	8.6	8.8	9	9.1	9.2	9.2	9.4
47	2.9	2.9	2.9	3.5	3.6	4.1	4.2	4.6	4.7	5	5.1	5.4	5.4	5.6	5.7	5.8	5.9	6	6	6	6.1
48	0.2	0.3	0.3	0.4	0.4	0.4	0.5	0.5	0.6	0.6	0.7	0.7	0.7	0.8	0.8	0.8	0.9	0.9	0.9	NA	0.9
49	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.3	0.3	0.3	0.4	0.4	0.4	0.4	0.4	0.5	0.5	0.5	0.5	0.5	0.5
50	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2
51	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
52	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1
55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1
57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
